organism;checkin;atb;diameter 6h;diameter 8h;diameter 12h;diameter 18h;phenotypes
Staphylococcus aureus;100017;CIP_5;16;17;23;24;";QL wild-type"
Staphylococcus aureus;100017;CN_10;18;19;21;21;";AG wild-type"
Staphylococcus aureus;100017;CPD_10;;;;;";PBP2a"
Staphylococcus aureus;100017;CRO_30;;;;;";PBP2a"
Staphylococcus aureus;100017;CXM_30;;;;;";PBP2a"
Staphylococcus aureus;100017;DA_2;23;22;24;25;
Staphylococcus aureus;100017;E_15;24;24;26;24;
Staphylococcus aureus;100017;FD_10;26;25;28;27;";FA wild-type"
Staphylococcus aureus;100017;FEP_30;;;;;";PBP2a"
Staphylococcus aureus;100017;FOX_30;13;12;12;11;";PBP2a"
Staphylococcus aureus;100017;K_30;19;20;21;21;";AG wild-type"
Staphylococcus aureus;100017;LEV_5;18;20;26;26;";QL wild-type"
Staphylococcus aureus;100017;LZD_10;24;24;23;24;";OXD wild-type"
Staphylococcus aureus;100017;MEM_10;;;;;";PBP2a"
Staphylococcus aureus;100017;MH_30;21;21;22;23;";TET wild-type"
Staphylococcus aureus;100017;NA_30;;;;;";QL wild-type"
Staphylococcus aureus;100017;NOR_10;16;17;18;21;";QL wild-type"
Staphylococcus aureus;100017;P_1;9;6;6;6;";PBP2a"
Staphylococcus aureus;100017;RD_5;25;26;31;32;";RIF wild-type"
Staphylococcus aureus;100017;SXT_25;21;27;31;30;
Staphylococcus aureus;100017;TE_30;23;22;24;25;";TET wild-type"
Staphylococcus aureus;100017;TEC_30;15;15;15;15;
Staphylococcus aureus;100017;TEM_30;;;;;";PBP2a"
Staphylococcus aureus;100017;TGC_15;19;18;20;19;";TET wild-type"
Staphylococcus aureus;100017;TOB_10;20;21;22;22;";AG wild-type"
Staphylococcus aureus;100017;TZP_36;;;;;";PBP2a"
Escherichia coli;100046;AK_30;19;19;19;19;";AG multiple mechanisms"
Escherichia coli;100046;AMC_30;14;13;13;13;";CTX"
Escherichia coli;100046;AMP_10;7;6;6;6;";CTX"
Escherichia coli;100046;CIP_5;7;6;6;6;";QL high level resistance"
Escherichia coli;100046;CN_10;11;10;9;9;";AG multiple mechanisms"
Escherichia coli;100046;CPD_10;6;6;6;6;";CTX"
Escherichia coli;100046;CRO_30;6;6;6;6;";CTX"
Escherichia coli;100046;CXM_30;6;6;6;6;";CTX"
Escherichia coli;100046;DA_2;;;;;
Escherichia coli;100046;E_15;;;;;
Escherichia coli;100046;FD_10;;;;;
Escherichia coli;100046;FEP_30;11;11;10;10;";CTX"
Escherichia coli;100046;FOX_30;16;16;17;16;";CTX"
Escherichia coli;100046;K_30;13;13;13;13;";AG multiple mechanisms"
Escherichia coli;100046;LEV_5;9;6;6;6;";QL high level resistance"
Escherichia coli;100046;LZD_10;;;;;
Escherichia coli;100046;MEM_10;26;27;27;28;";CTX"
Escherichia coli;100046;MH_30;23;23;23;23;";TET wild-type"
Escherichia coli;100046;NA_30;6;6;6;6;";QL high level resistance"
Escherichia coli;100046;NOR_10;6;6;6;6;";QL high level resistance"
Escherichia coli;100046;P_1;;;;;";CTX"
Escherichia coli;100046;RD_5;;;;;
Escherichia coli;100046;SXT_25;9;6;6;6;
Escherichia coli;100046;TE_30;23;22;21;21;";TET wild-type"
Escherichia coli;100046;TEC_30;;;;;
Escherichia coli;100046;TEM_30;14;13;13;12;";CTX"
Escherichia coli;100046;TGC_15;20;20;21;21;";TET wild-type"
Escherichia coli;100046;TOB_10;12;11;10;9;";AG multiple mechanisms"
Escherichia coli;100046;TZP_36;18;17;17;17;";CTX"
Klebsiella oxytoca;100109;AK_30;21;22;22;22;";AG wild-type"
Klebsiella oxytoca;100109;AMC_30;12;11;11;11;";BSBL or other beta-lactamase"
Klebsiella oxytoca;100109;AMP_10;6;6;6;6;";BSBL or other beta-lactamase"
Klebsiella oxytoca;100109;CIP_5;26;28;29;29;";QL wild-type"
Klebsiella oxytoca;100109;CN_10;20;20;20;20;";AG wild-type"
Klebsiella oxytoca;100109;CPD_10;14;14;13;12;";BSBL or other beta-lactamase"
Klebsiella oxytoca;100109;CRO_30;16;16;15;15;";BSBL or other beta-lactamase"
Klebsiella oxytoca;100109;CXM_30;6;6;6;6;";BSBL or other beta-lactamase"
Klebsiella oxytoca;100109;DA_2;;;;;
Klebsiella oxytoca;100109;E_15;;;;;
Klebsiella oxytoca;100109;FD_10;;;;;
Klebsiella oxytoca;100109;FEP_30;22;22;22;22;";BSBL or other beta-lactamase"
Klebsiella oxytoca;100109;FOX_30;19;21;21;21;";BSBL or other beta-lactamase"
Klebsiella oxytoca;100109;K_30;21;22;22;22;";AG wild-type"
Klebsiella oxytoca;100109;LEV_5;24;26;27;27;";QL wild-type"
Klebsiella oxytoca;100109;LZD_10;;;;;
Klebsiella oxytoca;100109;MEM_10;28;29;29;29;";BSBL or other beta-lactamase"
Klebsiella oxytoca;100109;MH_30;16;17;17;17;";TET wild-type"
Klebsiella oxytoca;100109;NA_30;19;21;21;21;";QL wild-type"
Klebsiella oxytoca;100109;NOR_10;24;25;25;26;";QL wild-type"
Klebsiella oxytoca;100109;P_1;;;;;";BSBL or other beta-lactamase"
Klebsiella oxytoca;100109;RD_5;;;;;
Klebsiella oxytoca;100109;SXT_25;25;26;26;26;
Klebsiella oxytoca;100109;TE_30;22;22;22;22;";TET wild-type"
Klebsiella oxytoca;100109;TEC_30;;;;;
Klebsiella oxytoca;100109;TEM_30;19;20;21;21;";BSBL or other beta-lactamase"
Klebsiella oxytoca;100109;TGC_15;18;17;17;19;";TET wild-type"
Klebsiella oxytoca;100109;TOB_10;19;20;20;20;";AG wild-type"
Klebsiella oxytoca;100109;TZP_36;6;6;6;6;";BSBL or other beta-lactamase"
Escherichia coli;100130;AK_30;20;21;22;23;";AG wild-type"
Escherichia coli;100130;AMC_30;15;15;15;15;";BSBL or other beta-lactamase"
Escherichia coli;100130;AMP_10;7;6;6;6;";BSBL or other beta-lactamase"
Escherichia coli;100130;CIP_5;30;33;37;37;";QL wild-type"
Escherichia coli;100130;CN_10;19;20;21;22;";AG wild-type"
Escherichia coli;100130;CPD_10;24;25;25;25;";BSBL or other beta-lactamase"
Escherichia coli;100130;CRO_30;28;29;31;31;";BSBL or other beta-lactamase"
Escherichia coli;100130;CXM_30;22;22;23;23;";BSBL or other beta-lactamase"
Escherichia coli;100130;DA_2;;;;;
Escherichia coli;100130;E_15;;;;;
Escherichia coli;100130;FD_10;;;;;
Escherichia coli;100130;FEP_30;30;31;32;33;";BSBL or other beta-lactamase"
Escherichia coli;100130;FOX_30;23;25;26;26;";BSBL or other beta-lactamase"
Escherichia coli;100130;K_30;20;21;21;22;";AG wild-type"
Escherichia coli;100130;LEV_5;29;33;35;35;";QL wild-type"
Escherichia coli;100130;LZD_10;;;;;
Escherichia coli;100130;MEM_10;27;30;31;32;";BSBL or other beta-lactamase"
Escherichia coli;100130;MH_30;24;24;24;23;";TET wild-type"
Escherichia coli;100130;NA_30;24;25;25;25;";QL wild-type"
Escherichia coli;100130;NOR_10;27;29;34;34;";QL wild-type"
Escherichia coli;100130;P_1;;;;;";BSBL or other beta-lactamase"
Escherichia coli;100130;RD_5;;;;;
Escherichia coli;100130;SXT_25;26;25;25;24;
Escherichia coli;100130;TE_30;25;26;25;25;";TET wild-type"
Escherichia coli;100130;TEC_30;;;;;
Escherichia coli;100130;TEM_30;20;21;21;21;";BSBL or other beta-lactamase"
Escherichia coli;100130;TGC_15;22;22;23;23;";TET wild-type"
Escherichia coli;100130;TOB_10;20;20;21;21;";AG wild-type"
Escherichia coli;100130;TZP_36;19;19;19;19;";BSBL or other beta-lactamase"
Escherichia coli;100180;AK_30;20;21;23;25;";AG multiple mechanisms"
Escherichia coli;100180;AMC_30;17;17;17;18;";CTX"
Escherichia coli;100180;AMP_10;6;6;6;6;";CTX"
Escherichia coli;100180;CIP_5;22;23;28;26;";QL wild-type"
Escherichia coli;100180;CN_10;9;6;6;6;";AG multiple mechanisms"
Escherichia coli;100180;CPD_10;6;6;6;6;";CTX"
Escherichia coli;100180;CRO_30;14;12;9;9;";CTX"
Escherichia coli;100180;CXM_30;6;6;6;6;";CTX"
Escherichia coli;100180;DA_2;;;;;
Escherichia coli;100180;E_15;;;;;
Escherichia coli;100180;FD_10;;;;;
Escherichia coli;100180;FEP_30;19;19;19;19;";CTX"
Escherichia coli;100180;FOX_30;21;23;24;25;";CTX"
Escherichia coli;100180;K_30;18;18;18;17;";AG multiple mechanisms"
Escherichia coli;100180;LEV_5;22;23;25;24;";QL wild-type"
Escherichia coli;100180;LZD_10;;;;;
Escherichia coli;100180;MEM_10;29;31;32;32;";CTX"
Escherichia coli;100180;MH_30;25;24;24;24;";TET wild-type"
Escherichia coli;100180;NA_30;21;21;20;20;";QL wild-type"
Escherichia coli;100180;NOR_10;20;21;27;25;";QL wild-type"
Escherichia coli;100180;P_1;;;;;";CTX"
Escherichia coli;100180;RD_5;;;;;
Escherichia coli;100180;SXT_25;11;6;6;6;
Escherichia coli;100180;TE_30;25;25;25;25;";TET wild-type"
Escherichia coli;100180;TEC_30;;;;;
Escherichia coli;100180;TEM_30;22;23;24;24;";CTX"
Escherichia coli;100180;TGC_15;20;21;22;24;";TET wild-type"
Escherichia coli;100180;TOB_10;15;15;14;13;";AG multiple mechanisms"
Escherichia coli;100180;TZP_36;21;22;22;23;";CTX"
Escherichia coli;100185;AK_30;18;19;20;20;";AG multiple mechanisms"
Escherichia coli;100185;AMC_30;15;15;16;16;";CTX"
Escherichia coli;100185;AMP_10;6;6;6;6;";CTX"
Escherichia coli;100185;CIP_5;18;19;19;19;";QL high level resistance"
Escherichia coli;100185;CN_10;9;6;6;6;";AG multiple mechanisms"
Escherichia coli;100185;CPD_10;6;6;6;6;";CTX"
Escherichia coli;100185;CRO_30;11;11;9;7;";CTX"
Escherichia coli;100185;CXM_30;6;6;6;6;";CTX"
Escherichia coli;100185;DA_2;;;;;
Escherichia coli;100185;E_15;;;;;
Escherichia coli;100185;FD_10;;;;;
Escherichia coli;100185;FEP_30;17;17;17;17;";CTX"
Escherichia coli;100185;FOX_30;20;21;21;22;";CTX"
Escherichia coli;100185;K_30;17;17;17;17;";AG multiple mechanisms"
Escherichia coli;100185;LEV_5;18;19;19;19;";QL high level resistance"
Escherichia coli;100185;LZD_10;;;;;
Escherichia coli;100185;MEM_10;26;27;28;28;";CTX"
Escherichia coli;100185;MH_30;20;20;20;20;";Efflux NOT tetB"
Escherichia coli;100185;NA_30;6;6;6;6;";QL high level resistance"
Escherichia coli;100185;NOR_10;15;15;15;16;";QL high level resistance"
Escherichia coli;100185;P_1;;;;;";CTX"
Escherichia coli;100185;RD_5;;;;;
Escherichia coli;100185;SXT_25;6;6;6;6;
Escherichia coli;100185;TE_30;9;6;6;6;";Efflux NOT tetB"
Escherichia coli;100185;TEC_30;;;;;
Escherichia coli;100185;TEM_30;17;18;18;18;";CTX"
Escherichia coli;100185;TGC_15;20;20;21;21;";Efflux NOT tetB"
Escherichia coli;100185;TOB_10;15;14;14;12;";AG multiple mechanisms"
Escherichia coli;100185;TZP_36;19;19;19;19;";CTX"
Staphylococcus aureus;100232;AK_30;;;;;";AG wild-type"
Staphylococcus aureus;100232;AMC_30;;;;;";PBP2a"
Staphylococcus aureus;100232;AMP_10;;;;;";PBP2a"
Staphylococcus aureus;100232;CIP_5;17;18;24;25;";QL wild-type"
Staphylococcus aureus;100232;CN_10;18;20;21;22;";AG wild-type"
Staphylococcus aureus;100232;CPD_10;;;;;";PBP2a"
Staphylococcus aureus;100232;CRO_30;;;;;";PBP2a"
Staphylococcus aureus;100232;CXM_30;;;;;";PBP2a"
Staphylococcus aureus;100232;DA_2;21;27;27;26;
Staphylococcus aureus;100232;E_15;22;23;26;26;
Staphylococcus aureus;100232;FD_10;22;25;27;27;";FA wild-type"
Staphylococcus aureus;100232;FEP_30;;;;;";PBP2a"
Staphylococcus aureus;100232;FOX_30;13;13;13;12;";PBP2a"
Staphylococcus aureus;100232;K_30;19;20;22;22;";AG wild-type"
Staphylococcus aureus;100232;LEV_5;19;21;27;28;";QL wild-type"
Staphylococcus aureus;100232;LZD_10;21;25;24;24;";OXD wild-type"
Staphylococcus aureus;100232;MEM_10;;;;;";PBP2a"
Staphylococcus aureus;100232;MH_30;22;23;25;25;";TET wild-type"
Staphylococcus aureus;100232;NA_30;;;;;";QL wild-type"
Staphylococcus aureus;100232;NOR_10;15;17;19;21;";QL wild-type"
Staphylococcus aureus;100232;P_1;6;6;6;6;";PBP2a"
Staphylococcus aureus;100232;RD_5;25;26;30;33;";RIF wild-type"
Staphylococcus aureus;100232;SXT_25;20;24;31;31;
Staphylococcus aureus;100232;TE_30;24;23;27;27;";TET wild-type"
Staphylococcus aureus;100232;TEC_30;15;15;16;16;
Staphylococcus aureus;100232;TEM_30;;;;;";PBP2a"
Staphylococcus aureus;100232;TGC_15;19;21;22;21;";TET wild-type"
Staphylococcus aureus;100232;TOB_10;19;21;22;22;";AG wild-type"
Staphylococcus aureus;100232;TZP_36;;;;;";PBP2a"
Escherichia coli;100248;AK_30;19;19;20;22;";AG wild-type"
Escherichia coli;100248;AMC_30;11;11;10;10;";BSBL or other beta-lactamase"
Escherichia coli;100248;AMP_10;6;6;6;6;";BSBL or other beta-lactamase"
Escherichia coli;100248;CIP_5;6;6;6;6;";QL high level resistance"
Escherichia coli;100248;CN_10;19;19;19;21;";AG wild-type"
Escherichia coli;100248;CPD_10;19;19;18;17;";BSBL or other beta-lactamase"
Escherichia coli;100248;CRO_30;25;26;27;27;";BSBL or other beta-lactamase"
Escherichia coli;100248;CXM_30;15;15;13;12;";BSBL or other beta-lactamase"
Escherichia coli;100248;DA_2;;;;;
Escherichia coli;100248;E_15;;;;;
Escherichia coli;100248;FD_10;;;;;
Escherichia coli;100248;FEP_30;20;20;19;19;";BSBL or other beta-lactamase"
Escherichia coli;100248;FOX_30;21;23;23;22;";BSBL or other beta-lactamase"
Escherichia coli;100248;K_30;19;19;19;20;";AG wild-type"
Escherichia coli;100248;LEV_5;9;6;6;6;";QL high level resistance"
Escherichia coli;100248;LZD_10;;;;;
Escherichia coli;100248;MEM_10;28;29;30;30;";BSBL or other beta-lactamase"
Escherichia coli;100248;MH_30;16;16;13;12;";tetB / tetM"
Escherichia coli;100248;NA_30;6;6;6;6;";QL high level resistance"
Escherichia coli;100248;NOR_10;6;6;6;6;";QL high level resistance"
Escherichia coli;100248;P_1;;;;;";BSBL or other beta-lactamase"
Escherichia coli;100248;RD_5;;;;;
Escherichia coli;100248;SXT_25;27;27;27;27;
Escherichia coli;100248;TE_30;9;9;6;6;";tetB / tetM"
Escherichia coli;100248;TEC_30;;;;;
Escherichia coli;100248;TEM_30;18;19;17;11;";BSBL or other beta-lactamase"
Escherichia coli;100248;TGC_15;22;22;22;22;";tetB / tetM"
Escherichia coli;100248;TOB_10;18;18;18;21;";AG wild-type"
Escherichia coli;100248;TZP_36;11;10;9;9;";BSBL or other beta-lactamase"
Escherichia coli;100279;AK_30;18;18;18;15;";ANT-4/AAC-6"
Escherichia coli;100279;AMC_30;15;15;14;14;";CTX"
Escherichia coli;100279;AMP_10;6;6;6;6;";CTX"
Escherichia coli;100279;CIP_5;6;6;6;6;";QL high level resistance"
Escherichia coli;100279;CN_10;18;19;20;20;";ANT-4/AAC-6"
Escherichia coli;100279;CPD_10;6;6;6;6;";CTX"
Escherichia coli;100279;CRO_30;18;11;10;10;";CTX"
Escherichia coli;100279;CXM_30;9;6;6;6;";CTX"
Escherichia coli;100279;DA_2;;;;;
Escherichia coli;100279;E_15;;;;;
Escherichia coli;100279;FD_10;;;;;
Escherichia coli;100279;FEP_30;22;22;18;18;";CTX"
Escherichia coli;100279;FOX_30;21;22;23;23;";CTX"
Escherichia coli;100279;K_30;13;12;9;8;";ANT-4/AAC-6"
Escherichia coli;100279;LEV_5;11;10;9;9;";QL high level resistance"
Escherichia coli;100279;LZD_10;;;;;
Escherichia coli;100279;MEM_10;29;30;31;31;";CTX"
Escherichia coli;100279;MH_30;22;21;21;20;";Efflux NOT tetB"
Escherichia coli;100279;NA_30;6;6;6;6;";QL high level resistance"
Escherichia coli;100279;NOR_10;6;6;6;6;";QL high level resistance"
Escherichia coli;100279;P_1;;;;;";CTX"
Escherichia coli;100279;RD_5;;;;;
Escherichia coli;100279;SXT_25;6;6;6;6;
Escherichia coli;100279;TE_30;9;6;6;6;";Efflux NOT tetB"
Escherichia coli;100279;TEC_30;;;;;
Escherichia coli;100279;TEM_30;21;22;22;22;";CTX"
Escherichia coli;100279;TGC_15;21;21;21;21;";Efflux NOT tetB"
Escherichia coli;100279;TOB_10;13;12;9;6;";ANT-4/AAC-6"
Escherichia coli;100279;TZP_36;19;18;18;15;";CTX"
Escherichia coli;100286;AK_30;19;20;20;21;";AG wild-type"
Escherichia coli;100286;AMC_30;14;14;14;14;";CTX"
Escherichia coli;100286;AMP_10;6;6;6;6;";CTX"
Escherichia coli;100286;CIP_5;6;6;6;6;";QL high level resistance"
Escherichia coli;100286;CN_10;18;19;20;21;";AG wild-type"
Escherichia coli;100286;CPD_10;6;6;6;6;";CTX"
Escherichia coli;100286;CRO_30;10;9;7;6;";CTX"
Escherichia coli;100286;CXM_30;6;6;6;6;";CTX"
Escherichia coli;100286;DA_2;;;;;
Escherichia coli;100286;E_15;;;;;
Escherichia coli;100286;FD_10;;;;;
Escherichia coli;100286;FEP_30;15;15;14;14;";CTX"
Escherichia coli;100286;FOX_30;20;21;22;22;";CTX"
Escherichia coli;100286;K_30;19;20;20;21;";AG wild-type"
Escherichia coli;100286;LEV_5;11;10;10;8;";QL high level resistance"
Escherichia coli;100286;LZD_10;;;;;
Escherichia coli;100286;MEM_10;28;29;29;29;";CTX"
Escherichia coli;100286;MH_30;17;16;14;13;";tetB / tetM"
Escherichia coli;100286;NA_30;6;6;6;6;";QL high level resistance"
Escherichia coli;100286;NOR_10;6;6;6;6;";QL high level resistance"
Escherichia coli;100286;P_1;;;;;";CTX"
Escherichia coli;100286;RD_5;;;;;
Escherichia coli;100286;SXT_25;21;19;17;14;
Escherichia coli;100286;TE_30;6;6;6;6;";tetB / tetM"
Escherichia coli;100286;TEC_30;;;;;
Escherichia coli;100286;TEM_30;19;20;20;18;";CTX"
Escherichia coli;100286;TGC_15;21;21;22;22;";tetB / tetM"
Escherichia coli;100286;TOB_10;18;19;19;20;";AG wild-type"
Escherichia coli;100286;TZP_36;16;16;16;16;";CTX"
Staphylococcus aureus;100486;AK_30;;;;;";AG wild-type"
Staphylococcus aureus;100486;AMC_30;;;;;";PBP2a"
Staphylococcus aureus;100486;AMP_10;;;;;";PBP2a"
Staphylococcus aureus;100486;CIP_5;6;6;6;6;";QL high level resistance"
Staphylococcus aureus;100486;CN_10;16;18;19;19;";AG wild-type"
Staphylococcus aureus;100486;CPD_10;;;;;";PBP2a"
Staphylococcus aureus;100486;CRO_30;;;;;";PBP2a"
Staphylococcus aureus;100486;CXM_30;;;;;";PBP2a"
Staphylococcus aureus;100486;DA_2;19;23;26;26;
Staphylococcus aureus;100486;E_15;8;9;6;6;
Staphylococcus aureus;100486;FD_10;20;25;26;26;";FA wild-type"
Staphylococcus aureus;100486;FEP_30;;;;;";PBP2a"
Staphylococcus aureus;100486;FOX_30;9;6;6;6;";PBP2a"
Staphylococcus aureus;100486;K_30;17;19;21;21;";AG wild-type"
Staphylococcus aureus;100486;LEV_5;6;6;6;6;";QL high level resistance"
Staphylococcus aureus;100486;LZD_10;18;22;27;23;";OXD wild-type"
Staphylococcus aureus;100486;MEM_10;;;;;";PBP2a"
Staphylococcus aureus;100486;MH_30;18;21;23;24;";TET wild-type"
Staphylococcus aureus;100486;NA_30;;;;;";QL high level resistance"
Staphylococcus aureus;100486;NOR_10;6;6;6;6;";QL high level resistance"
Staphylococcus aureus;100486;P_1;6;6;6;6;";PBP2a"
Staphylococcus aureus;100486;RD_5;22;26;28;29;";RIF non-wild-type"
Staphylococcus aureus;100486;SXT_25;17;23;30;30;
Staphylococcus aureus;100486;TE_30;20;22;24;24;";TET wild-type"
Staphylococcus aureus;100486;TEC_30;15;16;16;16;
Staphylococcus aureus;100486;TEM_30;;;;;";PBP2a"
Staphylococcus aureus;100486;TGC_15;16;17;20;19;";TET wild-type"
Staphylococcus aureus;100486;TOB_10;19;20;22;22;";AG wild-type"
Staphylococcus aureus;100486;TZP_36;;;;;";PBP2a"
Staphylococcus aureus;100681;AK_30;;;;;";AG wild-type"
Staphylococcus aureus;100681;AMC_30;;;;;";PBP2a"
Staphylococcus aureus;100681;AMP_10;;;;;";PBP2a"
Staphylococcus aureus;100681;CIP_5;17;20;25;24;";QL wild-type"
Staphylococcus aureus;100681;CN_10;17;19;20;20;";AG wild-type"
Staphylococcus aureus;100681;CPD_10;;;;;";PBP2a"
Staphylococcus aureus;100681;CRO_30;;;;;";PBP2a"
Staphylococcus aureus;100681;CXM_30;;;;;";PBP2a"
Staphylococcus aureus;100681;DA_2;22;23;25;26;
Staphylococcus aureus;100681;E_15;22;23;25;26;
Staphylococcus aureus;100681;FD_10;21;25;26;28;";FA wild-type"
Staphylococcus aureus;100681;FEP_30;;;;;";PBP2a"
Staphylococcus aureus;100681;FOX_30;12;12;12;11;";PBP2a"
Staphylococcus aureus;100681;K_30;16;19;20;20;";AG wild-type"
Staphylococcus aureus;100681;LEV_5;18;22;26;26;";QL wild-type"
Staphylococcus aureus;100681;LZD_10;19;25;27;24;";OXD wild-type"
Staphylococcus aureus;100681;MEM_10;;;;;";PBP2a"
Staphylococcus aureus;100681;MH_30;22;23;24;24;";TET wild-type"
Staphylococcus aureus;100681;NA_30;;;;;";QL wild-type"
Staphylococcus aureus;100681;NOR_10;15;18;22;24;";QL wild-type"
Staphylococcus aureus;100681;P_1;10;10;9;6;";PBP2a"
Staphylococcus aureus;100681;RD_5;24;29;33;33;";RIF wild-type"
Staphylococcus aureus;100681;SXT_25;17;19;28;30;
Staphylococcus aureus;100681;TE_30;23;22;24;25;";TET wild-type"
Staphylococcus aureus;100681;TEC_30;15;16;16;16;
Staphylococcus aureus;100681;TEM_30;;;;;";PBP2a"
Staphylococcus aureus;100681;TGC_15;17;18;20;20;";TET wild-type"
Staphylococcus aureus;100681;TOB_10;18;20;21;21;";AG wild-type"
Staphylococcus aureus;100681;TZP_36;;;;;";PBP2a"
Klebsiella oxytoca;100924;AK_30;20;20;21;21;";AG wild-type"
Klebsiella oxytoca;100924;AMC_30;13;13;12;12;";BSBL or other beta-lactamase"
Klebsiella oxytoca;100924;AMP_10;6;6;6;6;";BSBL or other beta-lactamase"
Klebsiella oxytoca;100924;CIP_5;29;31;32;32;";QL wild-type"
Klebsiella oxytoca;100924;CN_10;19;19;20;20;";AG wild-type"
Klebsiella oxytoca;100924;CPD_10;16;16;15;15;";BSBL or other beta-lactamase"
Klebsiella oxytoca;100924;CRO_30;18;17;17;16;";BSBL or other beta-lactamase"
Klebsiella oxytoca;100924;CXM_30;6;6;6;6;";BSBL or other beta-lactamase"
Klebsiella oxytoca;100924;DA_2;;;;;
Klebsiella oxytoca;100924;E_15;;;;;
Klebsiella oxytoca;100924;FD_10;;;;;
Klebsiella oxytoca;100924;FEP_30;23;24;24;24;";BSBL or other beta-lactamase"
Klebsiella oxytoca;100924;FOX_30;22;24;25;25;";BSBL or other beta-lactamase"
Klebsiella oxytoca;100924;K_30;20;20;21;22;";AG wild-type"
Klebsiella oxytoca;100924;LEV_5;26;28;29;30;";QL wild-type"
Klebsiella oxytoca;100924;LZD_10;;;;;
Klebsiella oxytoca;100924;MEM_10;27;28;28;28;";BSBL or other beta-lactamase"
Klebsiella oxytoca;100924;MH_30;23;22;21;21;";TET wild-type"
Klebsiella oxytoca;100924;NA_30;22;24;24;24;";QL wild-type"
Klebsiella oxytoca;100924;NOR_10;26;27;28;28;";QL wild-type"
Klebsiella oxytoca;100924;P_1;;;;;";BSBL or other beta-lactamase"
Klebsiella oxytoca;100924;RD_5;;;;;
Klebsiella oxytoca;100924;SXT_25;27;28;28;28;
Klebsiella oxytoca;100924;TE_30;26;26;26;25;";TET wild-type"
Klebsiella oxytoca;100924;TEC_30;;;;;
Klebsiella oxytoca;100924;TEM_30;23;24;25;25;";BSBL or other beta-lactamase"
Klebsiella oxytoca;100924;TGC_15;19;19;19;19;";TET wild-type"
Klebsiella oxytoca;100924;TOB_10;19;19;20;20;";AG wild-type"
Klebsiella oxytoca;100924;TZP_36;9;6;6;6;";BSBL or other beta-lactamase"
Escherichia coli;101057;AK_30;18;19;20;20;";APH-3"
Escherichia coli;101057;AMC_30;15;16;15;15;";BSBL or other beta-lactamase"
Escherichia coli;101057;AMP_10;6;6;6;6;";BSBL or other beta-lactamase"
Escherichia coli;101057;CIP_5;30;34;35;35;";QL wild-type"
Escherichia coli;101057;CN_10;18;19;20;20;";APH-3"
Escherichia coli;101057;CPD_10;22;23;23;23;";BSBL or other beta-lactamase"
Escherichia coli;101057;CRO_30;28;29;29;29;";BSBL or other beta-lactamase"
Escherichia coli;101057;CXM_30;20;20;21;21;";BSBL or other beta-lactamase"
Escherichia coli;101057;DA_2;;;;;
Escherichia coli;101057;E_15;;;;;
Escherichia coli;101057;FD_10;;;;;
Escherichia coli;101057;FEP_30;28;29;29;29;";BSBL or other beta-lactamase"
Escherichia coli;101057;FOX_30;22;24;25;26;";BSBL or other beta-lactamase"
Escherichia coli;101057;K_30;7;6;6;6;";APH-3"
Escherichia coli;101057;LEV_5;28;31;32;32;";QL wild-type"
Escherichia coli;101057;LZD_10;;;;;
Escherichia coli;101057;MEM_10;29;31;31;32;";BSBL or other beta-lactamase"
Escherichia coli;101057;MH_30;9;12;11;10;";tetB / tetM"
Escherichia coli;101057;NA_30;21;23;23;23;";QL wild-type"
Escherichia coli;101057;NOR_10;28;32;34;34;";QL wild-type"
Escherichia coli;101057;P_1;;;;;";BSBL or other beta-lactamase"
Escherichia coli;101057;RD_5;;;;;
Escherichia coli;101057;SXT_25;10;6;6;6;
Escherichia coli;101057;TE_30;9;6;6;6;";tetB / tetM"
Escherichia coli;101057;TEC_30;;;;;
Escherichia coli;101057;TEM_30;21;22;23;23;";BSBL or other beta-lactamase"
Escherichia coli;101057;TGC_15;20;21;21;21;";tetB / tetM"
Escherichia coli;101057;TOB_10;18;18;19;19;";APH-3"
